Shape_Leng;Shape_Area;ADM2_EN;ADM2_PCODE;Data;;;;;
1.83207633426;0.04228118495;Bantul;ID3402;1029997;;;;;
2.39365287763;0.12091244792;Gunung Kidul;ID3403;749274;;;;;
0.34137774438;0.00269757937;Kota Yogyakarta;ID3471;435936;;;;;
1.27554652728;0.04713886892;Kulon Progo;ID3401;434483;;;;;
1.53096960043;0.04709967034;Sleman;ID3404;1232598;;;;;
